Timestamp,Value,anomaly
2024-06-04 18:22:01,0.15883,0
2024-06-04 18:22:06,0.15883,0
2024-06-04 18:22:11,0.19144,0
2024-06-04 18:22:16,0.29791,0
2024-06-04 18:22:21,0.29791,0
2024-06-04 18:22:26,0.29901,0
2024-06-04 18:22:31,0.29914,0
2024-06-04 18:22:36,0.29914,0
2024-06-04 18:22:41,0.29914,0
2024-06-04 18:22:46,0.22991,0
2024-06-04 18:22:51,0.29838,0
2024-06-04 18:22:56,0.25001,0
2024-06-04 18:23:01,0.28487,0
2024-06-04 18:23:06,0.28487,0
2024-06-04 18:23:11,0.2794,0
2024-06-04 18:23:17,0.22861,0
2024-06-04 18:23:22,0.19203,0
2024-06-04 18:23:27,0.17022,0
2024-06-04 18:23:32,0.27703,0
2024-06-04 18:23:37,0.27703,0
2024-06-04 18:23:42,0.28691,0
2024-06-04 18:23:47,0.28691,0
2024-06-04 18:23:52,0.28691,0
2024-06-04 18:23:57,0.20374,0
2024-06-04 18:24:02,0.30012,0
2024-06-04 18:24:07,0.30012,0
2024-06-04 18:24:12,0.30012,0
2024-06-04 18:24:17,0.29959,0
2024-06-04 18:24:22,0.29959,0
2024-06-04 18:24:27,0.10588,0
2024-06-04 18:24:32,0.21986,0
2024-06-04 18:24:37,0.24489,0
2024-06-04 18:24:42,0.23942,0
2024-06-04 18:24:47,0.2993,0
2024-06-04 18:24:52,0.24133,0
2024-06-04 18:24:57,0.21956,0
2024-06-04 18:25:02,0.29972,0
2024-06-04 18:25:07,0.25591,0
2024-06-04 18:25:12,0.23432,0
2024-06-04 18:25:17,0.29991,0
2024-06-04 18:25:22,0.29991,0
2024-06-04 18:25:27,0.30025,0
2024-06-04 18:25:32,0.29982,0
2024-06-04 18:25:37,0.29989,0
2024-06-04 18:25:42,0.23665,0
2024-06-04 18:25:47,0.30012,0
2024-06-04 18:25:52,0.18219,0
2024-06-04 18:25:57,0.18219,0
2024-06-04 18:26:02,0.3001,0
2024-06-04 18:26:07,0.3001,0
2024-06-04 18:26:12,0.30068,0
2024-06-04 18:26:17,0.30001,0
2024-06-04 18:26:22,0.29977,0
2024-06-04 18:26:27,0.29977,0
2024-06-04 18:26:32,0.29965,0
2024-06-04 18:26:37,0.29902,0
2024-06-04 18:26:42,0.29902,0
2024-06-04 18:26:47,0.24065,0
2024-06-04 18:26:52,0.2157,0
2024-06-04 18:26:57,0.19528,0
2024-06-04 18:27:02,0.29992,0
2024-06-04 18:27:07,0.2276,0
2024-06-04 18:27:12,0.20124,0
2024-06-04 18:27:17,0.30008,0
2024-06-04 18:27:22,0.24237,0
2024-06-04 18:27:27,0.21731,0
2024-06-04 18:27:32,0.2996,0
2024-06-04 18:27:37,0.2996,0
2024-06-04 18:27:42,0.2996,0
2024-06-04 18:27:47,0.29969,0
2024-06-04 18:27:52,0.29969,0
2024-06-04 18:27:57,0.29969,0
2024-06-04 18:28:02,0.24347,0
2024-06-04 18:28:07,0.2998,0
2024-06-04 18:28:12,0.2998,0
2024-06-04 18:28:17,0.29996,0
2024-06-04 18:28:22,0.29998,0
