Timestamp,Value,anomaly
2024-06-04 18:14:48,68923392.0,0
2024-06-04 18:14:53,68923392.0,0
2024-06-04 18:14:58,86056960.0,0
2024-06-04 18:15:03,86056960.0,0
2024-06-04 18:15:08,86056960.0,0
2024-06-04 18:15:13,105340928.0,0
2024-06-04 18:15:18,105340928.0,0
2024-06-04 18:15:23,105340928.0,0
2024-06-04 18:15:28,103976960.0,0
2024-06-04 18:15:33,103976960.0,0
2024-06-04 18:15:38,103976960.0,0
2024-06-04 18:15:43,105418752.0,0
2024-06-04 18:15:48,105418752.0,0
2024-06-04 18:15:53,105418752.0,0
2024-06-04 18:15:58,111185920.0,0
2024-06-04 18:16:03,111185920.0,0
2024-06-04 18:16:08,111185920.0,0
2024-06-04 18:16:13,108158976.0,0
2024-06-04 18:16:18,108158976.0,0
2024-06-04 18:16:23,108158976.0,0
2024-06-04 18:16:28,108429312.0,0
2024-06-04 18:16:33,108429312.0,0
2024-06-04 18:16:38,108429312.0,0
2024-06-04 18:16:43,109879296.0,0
2024-06-04 18:16:48,109879296.0,0
2024-06-04 18:16:53,109879296.0,0
2024-06-04 18:16:58,107659264.0,0
2024-06-04 18:17:03,107659264.0,0
2024-06-04 18:17:08,107659264.0,0
2024-06-04 18:17:13,70864896.0,0
2024-06-04 18:17:18,70864896.0,0
2024-06-04 18:17:23,70864896.0,0
2024-06-04 18:17:28,71553024.0,0
2024-06-04 18:17:33,71553024.0,0
2024-06-04 18:17:38,71553024.0,0
2024-06-04 18:17:43,71360512.0,0
2024-06-04 18:17:48,71360512.0,0
2024-06-04 18:17:53,71360512.0,0
2024-06-04 18:17:58,71360512.0,0
2024-06-04 18:18:03,71360512.0,0
2024-06-04 18:18:08,71360512.0,0
2024-06-04 18:18:13,72388608.0,0
2024-06-04 18:18:18,72388608.0,0
2024-06-04 18:18:23,72388608.0,0
2024-06-04 18:18:28,72679424.0,0
2024-06-04 18:18:33,72679424.0,0
2024-06-04 18:18:38,72679424.0,0
2024-06-04 18:18:43,80994304.0,0
2024-06-04 18:18:48,80994304.0,0
2024-06-04 18:18:53,80994304.0,0
2024-06-04 18:18:58,109125632.0,0
2024-06-04 18:19:03,109125632.0,0
2024-06-04 18:19:08,109125632.0,0
2024-06-04 18:19:13,111878144.0,0
2024-06-04 18:19:18,111878144.0,0
2024-06-04 18:19:23,111878144.0,0
2024-06-04 18:19:28,108687360.0,0
2024-06-04 18:19:33,108687360.0,0
2024-06-04 18:19:38,108687360.0,0
2024-06-04 18:19:43,108175360.0,0
2024-06-04 18:19:48,108175360.0,0
2024-06-04 18:19:53,108175360.0,0
2024-06-04 18:19:58,109023232.0,0
2024-06-04 18:20:03,109023232.0,0
2024-06-04 18:20:08,109023232.0,0
2024-06-04 18:20:13,108912640.0,0
2024-06-04 18:20:18,108912640.0,0
2024-06-04 18:20:23,108912640.0,0
2024-06-04 18:20:28,112840704.0,0
2024-06-04 18:20:33,112840704.0,0
2024-06-04 18:20:38,112840704.0,0
2024-06-04 18:20:43,113025024.0,0
2024-06-04 18:20:48,113025024.0,0
2024-06-04 18:20:53,113025024.0,0
2024-06-04 18:20:58,114499584.0,0
2024-06-04 18:21:03,114499584.0,0
2024-06-04 18:21:08,114499584.0,0
2024-06-04 18:21:13,114499584.0,0
2024-06-04 18:21:18,114499584.0,0
2024-06-04 18:21:23,114499584.0,0
2024-06-04 18:21:28,111722496.0,0
2024-06-04 18:21:33,111722496.0,0
2024-06-04 18:21:38,111722496.0,0
2024-06-04 18:21:43,111722496.0,0
2024-06-04 18:21:48,111722496.0,0
2024-06-04 18:21:53,111722496.0,0
2024-06-04 18:21:58,114180096.0,0
2024-06-04 18:22:03,114180096.0,0
2024-06-04 18:22:08,114180096.0,0
2024-06-04 18:22:13,160108544.0,0
2024-06-04 18:22:18,160108544.0,0
2024-06-04 18:22:23,160108544.0,0
2024-06-04 18:22:28,201502720.0,0
2024-06-04 18:22:33,201502720.0,0
2024-06-04 18:22:38,201502720.0,0
2024-06-04 18:22:43,72105984.0,0
2024-06-04 18:22:48,72105984.0,0
2024-06-04 18:22:53,72105984.0,0
2024-06-04 18:22:58,105668608.0,0
2024-06-04 18:23:03,105668608.0,0
2024-06-04 18:23:08,105668608.0,0
2024-06-04 18:23:14,105668608.0,0
2024-06-04 18:23:19,105668608.0,0
2024-06-04 18:23:24,105668608.0,0
2024-06-04 18:23:29,271769600.0,0
2024-06-04 18:23:34,271769600.0,0
2024-06-04 18:23:39,271769600.0,0
2024-06-04 18:23:44,271769600.0,0
2024-06-04 18:23:49,271769600.0,0
2024-06-04 18:23:54,271769600.0,0
2024-06-04 18:23:59,449519616.0,0
2024-06-04 18:24:04,449519616.0,0
2024-06-04 18:24:09,449519616.0,0
2024-06-04 18:24:14,492552192.0,0
2024-06-04 18:24:19,492552192.0,0
2024-06-04 18:24:24,492552192.0,0
2024-06-04 18:24:29,585060352.0,0
2024-06-04 18:24:34,585060352.0,0
2024-06-04 18:24:39,585060352.0,0
2024-06-04 18:24:44,556314624.0,0
2024-06-04 18:24:49,556314624.0,0
2024-06-04 18:24:54,556314624.0,0
2024-06-04 18:24:59,613838848.0,0
2024-06-04 18:25:04,613838848.0,0
2024-06-04 18:25:09,613838848.0,0
2024-06-04 18:25:14,614240256.0,0
2024-06-04 18:25:19,614240256.0,0
