Time,Value,is_anomaly
2024-06-05 17:31:04,0.12924,0
2024-06-05 17:31:09,0.11552,0
2024-06-05 17:31:14,3.38672,0
2024-06-05 17:31:19,3.38672,0
2024-06-05 17:31:24,2.8377,0
2024-06-05 17:31:29,13.74545,1
2024-06-05 17:31:34,13.74545,0
2024-06-05 17:31:39,13.74545,0
2024-06-05 17:31:44,22.19243,0
2024-06-05 17:31:49,22.19243,0
2024-06-05 17:31:54,24.21187,0
2024-06-05 17:31:59,28.43408,0
2024-06-05 17:32:04,24.47226,0
2024-06-05 17:32:09,17.53899,0
2024-06-05 17:32:14,27.84574,0
2024-06-05 17:32:19,27.84574,0
2024-06-05 17:32:24,27.8212,0
2024-06-05 17:32:29,27.67296,0
2024-06-05 17:32:34,27.67296,0
2024-06-05 17:32:39,21.98395,0
2024-06-05 17:32:44,27.87434,0
2024-06-05 17:32:49,22.27348,0
2024-06-05 17:32:54,22.54318,0
2024-06-05 17:32:59,28.70365,0
2024-06-05 17:33:04,28.70365,0
2024-06-05 17:33:09,29.16862,0
2024-06-05 17:33:14,29.36567,0
2024-06-05 17:33:19,29.36567,0
2024-06-05 17:33:24,29.85359,0
2024-06-05 17:33:29,29.84584,0
2024-06-05 17:33:34,29.84584,0
2024-06-05 17:33:39,18.86175,1
2024-06-05 17:33:44,29.87203,0
2024-06-05 17:33:49,29.87203,0
2024-06-05 17:33:54,23.99156,0
2024-06-05 17:33:59,29.92292,0
2024-06-05 17:34:04,24.13699,0
2024-06-05 17:34:09,21.8394,0
2024-06-05 17:34:14,29.98996,0
2024-06-05 17:34:19,19.93377,0
2024-06-05 17:34:24,22.18906,0
2024-06-05 17:34:29,30.01682,0
2024-06-05 17:34:34,24.56818,0
2024-06-05 17:34:39,22.42372,0
2024-06-05 17:34:44,29.97329,0
2024-06-05 17:34:49,29.94558,0
2024-06-05 17:34:54,29.94558,0
2024-06-05 17:34:59,29.99917,0
2024-06-05 17:35:04,30.00596,0
2024-06-05 17:35:09,30.00596,0
2024-06-05 17:35:14,29.97328,0
2024-06-05 17:35:19,25.31855,0
2024-06-05 17:35:24,24.53579,0
2024-06-05 17:35:29,30.01941,0
2024-06-05 17:35:34,30.01941,0
2024-06-05 17:35:39,24.35666,0
2024-06-05 17:35:44,29.94671,0
2024-06-05 17:35:49,24.51163,0
2024-06-05 17:35:54,21.89606,0
2024-06-05 17:35:59,29.99243,0
2024-06-05 17:36:04,24.15491,0
2024-06-05 17:36:09,21.44829,0
2024-06-05 17:36:14,29.9629,0
2024-06-05 17:36:19,25.53306,0
2024-06-05 17:36:24,23.45415,0
2024-06-05 17:36:29,30.01308,0
2024-06-05 17:36:34,30.00907,0
2024-06-05 17:36:40,23.63652,0
2024-06-05 17:36:45,30.00418,0
